NodeID,Caption,IPAddress,Vendor,MachineType,HealthTier,CPULoad_Pct,PercentMemoryUsed_Pct,AvgResponseTime_ms,Status,StatusDescription,City,SystemUpTime_Sec,LastSync
1992,UK-FEN-SWPE,172.28.10.40,Unknown,Unknown,High,-2,0,140,1,Node status is Up.,FENCHURCH,0.0,2026-08-18T12:04:47.2330000
1993,US-AG-SCCMDP - D,172.26.128.146,Unknown,Unknown,High,-2,0,241,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
1994,US-AG-SFTP1 - D,172.26.128.248,Unknown,Unknown,High,-2,0,240,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
1995,US-AZ1-DC1 - D,10.60.0.250,Unknown,Unknown,High,-2,0,25,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
1996,US-CH1-DC1 - D,172.26.239.252,Unknown,Unknown,High,-2,0,228,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
1997,US-CH1-DC2 - D,172.26.239.253,Unknown,Unknown,High,-2,0,230,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:47.2330000
1998,US-CH1-HV1 - D,172.26.239.21,Unknown,Unknown,High,-2,0,228,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
1999,US-CH1-HV2 - D,172.26.239.22,Unknown,Unknown,High,-2,0,228,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2000,US-CH1-PRN1 - D,172.26.239.13,Unknown,Unknown,High,-2,0,229,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2001,US-CH-SCCMDP - D,172.26.225.180,Unknown,Unknown,High,-2,0,414,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2002,US-NJ-DC1 - D,172.26.1.253,Unknown,Unknown,High,-2,0,205,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2003,US-NJ-DC2 - D,172.26.1.252,Unknown,Unknown,High,-2,0,209,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2004,IN-TZ1-GN-SM,10.10.50.26,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:47.2330000
2005,IN-TZ1-GN-SMGR,10.10.50.25,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:47.2330000
2006,IN-TZ1-GN-AES,10.10.50.28,Avaya Communication,Application Enablement Services Server,High,3,36,0,1,Node status is Up.,Gr.Noida-T-AB,17534320.0,2026-08-18T12:04:45.2530000
2007,IN-TZ1-GN-AADS,10.10.50.29,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:47.2330000
2008,IN-TZ1-GN-CMS,10.10.50.30,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:47.2330000
2009,IN-TZ1-N-IXMG,10.10.50.31,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:47.2330000
2010,SEZ-G450-1,10.10.50.12,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:47.2330000
2011,SEZ-G450-2,10.10.16.10,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:47.2330000
2012,IN-GGN-ESXI.IN.COFORGETECH.COM,172.17.52.220,VMware Inc.,VMware ESX,High,1,31,0,1,Node status is Up.,Gurugram,24550932.0,2026-08-18T12:04:34.5430000
2013,IN-GGN-SM,172.17.52.230,Avaya Communication,Communication Manager VE,High,2,48,4,1,Node status is Up.,GURUGRAM,6743330.5,2026-08-18T12:04:45.2530000
2014,IN-GGN-AES,172.17.52.225,Unknown,Unknown,High,-2,0,4,1,Node status is Up.,GURUGRAM,0.0,2026-08-18T12:04:32.7430000
2015,BLR-RKT-G450,172.17.240.18,Unknown,Unknown,High,-2,0,34,1,Node status is Up.,Bangalore,0.0,2026-08-18T12:04:32.7430000
2016,G450BPOPNQ,10.253.200.16,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,BPS-Pune,0.0,2026-08-18T12:04:49.7970000
2017,G450Marisoft,10.253.11.16,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,BPS-Pune,0.0,2026-08-18T12:04:49.7970000
2018,G430KOPCAMPUS,10.250.150.200,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,BPS-Kolhapur,0.0,2026-08-18T12:04:49.8500000
2019,IN-GGN-SM,172.17.52.227,Unknown,Unknown,High,-2,0,4,1,Node status is Up.,GURUGRAM,0.0,2026-08-18T12:04:47.2330000
2020,IN-ggn-cms,172.17.52.224,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gurugram,0.0,2026-08-18T12:04:34.5430000
2021,G450BPOKOP ,10.250.200.16,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,BPS-Kolhapur,0.0,2026-08-18T12:04:49.8500000
2022,IN-TZ1-DC3 - D,172.18.50.191,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2023,IN-TZ1-DLP1 - D,172.18.50.64,Unknown,Unknown,High,-2,0,1,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2024,IN-TZ1-DLPDB1 - D,172.18.50.65,Unknown,Unknown,High,-2,0,1,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2025,IN-TZ1-DLPEP1 - D,172.18.50.66,Unknown,Unknown,High,-2,0,1,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2026,IN-TZ1-DLPEP2 - D,172.18.50.67,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2027,IN-TZ1-EXMBX1 - D,172.18.50.32,Unknown,Unknown,High,-2,0,1,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2028,IN-TZ1-EXMBX2 - D,172.18.50.33,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2029,IN-TZ1-FS1 - D,172.18.50.100,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2030,IN-TZ1-GDEV - D,172.18.51.207,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2031,Thailand-KSC Internet-6th Floor,161.82.186.111,Unknown,Unknown,High,-2,0,92,1,Node status is Up.,Thailand,0.0,2026-08-18T12:04:47.2330000
2032,Thailand-KSC Internet-4th Floor,203.155.133.97,Unknown,Unknown,High,-2,0,76,1,Node status is Up.,Thailand,0.0,2026-08-18T14:34:43.7400000
2035,BWNW75BIPDR,172.18.150.190,Unknown,Unknown,High,-2,0,39,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2037,ECCPNW7PRE1 - D,172.18.50.74,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2040,ERPDCBACKUPS1,172.18.51.150,Unknown,Unknown,High,-2,0,1,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2041,ERPDRBACKUPS1,172.18.151.150,Unknown,Unknown,High,-2,0,33,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2043,GGN-ERP-CLOUD - D,172.18.40.152,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,GURUGRAM,0.0,2026-08-18T12:04:32.7430000
2044,GGN-RAY-PI - D,172.18.40.151,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,GURUGRAM,0.0,2026-08-18T12:04:32.7430000
2045,GGN-UV-PRN,172.17.80.93,Unknown,Unknown,High,-2,0,4,1,Node status is Up.,GURUGRAM,0.0,2026-08-18T12:04:32.7430000
2046,IN-BLR-HV2 - D,172.17.240.84,Unknown,Unknown,High,-2,0,33,1,Node status is Up.,BANGALORE,0.0,2026-08-18T12:04:32.7430000
2047,in-blr-hv3 - D,172.17.240.105,Unknown,Unknown,High,-2,0,35,1,Node status is Up.,BANGALORE,0.0,2026-08-18T12:04:32.7430000
2049,IN-TZ2-CCTVREC2 - D,172.16.17.10,Unknown,Unknown,High,-2,0,1,1,Node status is Up.,Gr.Noida-TD,0.0,2026-08-18T12:04:34.8230000
2050,IN-TZ2-CCTVREC1 - D,172.16.17.18,Unknown,Unknown,High,-2,0,1,1,Node status is Up.,Gr.Noida-TD,0.0,2026-08-18T12:04:32.7430000
2051,IN-TZ2-CCTVMGMT - D,172.16.17.4,Unknown,Unknown,High,-2,0,1,1,Node status is Up.,Gr.Noida-TD,0.0,2026-08-18T12:04:32.7430000
2052,IN-TZ2-CCTVFO - D,172.16.17.11,Unknown,Unknown,High,-2,0,1,1,Node status is Up.,Gr.Noida-TD,0.0,2026-08-18T12:04:32.7430000
2053,IN-TZ1-VOICE1,172.18.50.152,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2054,IN-TZ1-TFSQL2 - D,172.18.50.243,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2055,IN-TZ1-TFSQL1 - D,172.18.50.242,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2056,IN-TZ1-SVN2 - D,172.18.50.86,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2057,IN-TZ1-SVN1 - D,172.18.50.113,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2058,IN-TZ1-RDFS2 - D,172.18.50.73,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2059,IN-TZ1-RDFS1 - D,172.18.50.72,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2060,IN-TZ1-PITDB1 - D,172.18.50.147,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2061,IN-TZ1-PIT1 - D,172.18.50.145,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2062,IN-TZ1-MGMT2,172.18.51.101,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2063,IN-TZ1-MGMT1,172.18.50.230,Unknown,Unknown,High,-2,0,1,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2064,IN-TZ1-MGMT,172.18.50.245,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2065,IN-TZ1-ITKMS1 - D,172.18.50.232,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2067,IN-TZ1-FMCV,172.18.50.234,Windows,Windows 2019 Server,High,6,24,1,1,Node status is Up.,Gr.Noida-T-AB,4903598.0,2026-08-18T12:04:45.2530000
2068,IN-TZ1-COCREP - D,172.18.51.158,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2069,IN-TZ1-COCAP1 - D,172.18.51.154,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2070,IN-TZ1-COCAG2 - D,172.18.51.157,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2071,IN-TZ1-COCAG1 - D,172.18.51.156,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2072,IN-TZ1-AVAYAREC,172.18.50.28,Windows,Windows 2019 Server,High,2,28,0,1,Node status is Up.,Gr.Noida-T-AB,194808.0,2026-08-18T12:04:45.2530000
2073,IN-TZ1-AVAYAAPP,172.18.50.27,Windows,Windows 2019 Server,High,56,38,2,1,Node status is Up.,Gr.Noida-T-AB,7347.0,2026-08-18T12:04:45.2530000
2074,IN-TZ1-ADMT1 - D,172.18.50.135,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2075,IN-TZ1-AC1,172.18.51.188,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:47.2330000
2076,IN-HYD-WDS,172.17.102.51,Unknown,Unknown,High,-2,0,33,1,Node status is Up.,Hyderabad,0.0,2026-08-18T12:04:32.7430000
2077,IN-HYD-DC1- D,172.17.102.252,Unknown,Unknown,High,-2,0,2,1,Node status is Up.,Hyderabad,0.0,2026-08-18T12:04:33.8170000
2078,US-AWS-DUO,10.126.8.100,Cisco,Cisco UCS,High,2,31,117,1,Node status is Up.,NEW JERSEY,1029242.0,2026-08-18T12:04:45.2530000
2079,US-AWS-NPS01,10.126.8.101,Windows,Windows 2022 Server,High,6,59,264,1,Node status is Up.,NEW JERSEY,2093273.0,2026-08-18T12:04:45.2530000
2082,IN-TZ1-IVTS01,172.18.50.46,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2083,IN-TZ1-MGMT5,172.18.50.231,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2084,IN-TZ1-CSNGMOV1,172.18.51.140,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2085,IN-HYD1-IVDP01,172.20.21.250,Unknown,Unknown,High,-2,0,31,1,Node status is Up.,Hyderabad,0.0,2026-08-18T12:04:33.8170000
2087,IN-TZ1-CSEVM2 - D,172.18.51.219,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2089,ECCHANAQAS,172.18.51.189,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2090,IN-TZ1-ITOM,172.18.51.198,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2091,IN-TZ1-ERPT,172.18.51.210,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2092,IN-TZ1-RFID1,172.18.51.34,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2097,IN-TZ1-PAM4,172.18.51.69,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2098,ECCNDRPRE3,172.18.150.86,Unknown,Unknown,High,-2,0,34,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2100,IN-TZ1-JAMFCS,172.18.50.69,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2101,IN-TZ1-PAM2,172.18.51.135,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2102,IN-TZ1-PAM1,172.18.51.134,Unknown,Unknown,High,-2,0,1,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:32.7430000
2103,US-AG-HV1,172.26.128.181,Unknown,Unknown,High,-2,0,241,1,Node status is Up.,NEW JERSEY,0.0,2026-08-18T12:04:32.7430000
2104,US-AG-HV2,172.26.128.182,Unknown,Unknown,High,-2,0,240,1,Node status is Up.,NEW JERSEY,0.0,2026-08-18T12:04:32.7430000
2105,US-CH-DC1,172.26.225.252,Unknown,Unknown,High,-2,0,35,1,Node status is Up.,NEW JERSEY,0.0,2026-08-17T23:34:40.2900000
2106,US-CH-DC2,172.26.225.253,Unknown,Unknown,High,-2,0,26,1,Node status is Up.,NEW JERSEY,0.0,2026-08-17T23:34:40.2900000
2107,US-CH-NPS01,172.26.225.102,Windows,Windows 2019 Server,High,26,31,16,1,Node status is Up.,NEW JERSEY,2077673.0,2026-08-17T23:34:28.9570000
2108,US-CH-NPS02,172.26.225.101,Windows,Windows 2019 Server,High,1,32,18,1,Node status is Up.,NEW JERSEY,2066863.0,2026-08-17T23:34:28.9570000
2109,US-CH-NWMGMT01,172.26.224.90,Windows,Windows 2019 Server,High,37,31,25,1,Node status is Up.,NEW JERSEY,1990290.0,2026-08-17T23:34:28.9570000
2112,IN-BLR-PAM1,172.18.151.134,Unknown,Unknown,Medium,-2,0,-1,9,Node status is Unmanaged.,BANGALORE,0.0,2026-08-18T12:04:38.6170000
2113,IN-BLR-PAM2,172.18.151.135,Unknown,Unknown,High,-2,0,1,1,Node status is Up.,BANGALORE,0.0,2026-08-18T12:04:38.6170000
2114,IN-HYD1-SCCMDP,172.20.21.199,Unknown,Unknown,Medium,-2,0,-1,9,Node status is Unmanaged.,Hyderabad,0.0,2026-08-18T12:04:47.2330000
2115,US-CH1-NPS1,172.26.239.14,Unknown,Unknown,High,-2,0,228,1,Node status is Up.,NEW JERSEY,0.0,2026-08-18T12:04:32.7430000
2117,CBBLRPROPWIN-02 - D,10.254.40.115,Unknown,Unknown,High,-2,0,33,1,Node status is Up.,BANGALORE,0.0,2026-08-18T12:04:32.7430000
2118,IN-BLR1-COVPTAP - D,10.254.40.67,Unknown,Unknown,High,-2,0,33,1,Node status is Up.,BANGALORE,0.0,2026-08-18T12:04:32.7430000
2119,IN-BLR1-COVPTDB - D,10.254.40.68,Unknown,Unknown,High,-2,0,33,1,Node status is Up.,BANGALORE,0.0,2026-08-18T12:04:32.7430000
2120,IN-BLR1-LMSDB - D,10.254.40.137,Unknown,Unknown,High,-2,0,33,1,Node status is Up.,BANGALORE,0.0,2026-08-18T12:04:32.7430000
2122,IN-BLR1-RDSPROD,10.254.40.52,Windows,Windows 2022 Server,High,0,68,0,1,Node status is Up.,BANGALORE,2114992.0,2026-08-17T23:34:36.4270000
2123,IN-BLR1-SECINV1 - D,10.254.40.13,Unknown,Unknown,High,-2,0,33,1,Node status is Up.,BANGALORE,0.0,2026-08-18T12:04:45.9170000
2126,PH-MNL-ITSOFT,10.251.10.33,Unknown,Unknown,High,-2,0,101,1,Node status is Up.,BPS-MANILA,0.0,2026-08-18T12:04:45.9170000
2127,PH-MNL-PRTG,10.251.10.164,Unknown,Unknown,High,-2,0,7,1,Node status is Up.,BPS-MANILA,0.0,2026-08-18T14:34:43.7400000
2128,SWD-TESTPATCH-2,10.254.40.58,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,BANGALORE,0.0,2026-08-17T23:34:36.4270000
2129,IN-TZ1-GSQL01 - D,172.18.51.238,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:45.9170000
2130,Spain COLT ILL-CE,212.0.122.201,Unknown,Unknown,High,-2,0,166,1,Node status is Up.,Spain,0.0,2026-08-18T12:04:45.9170000
2132,Spain-Lintya ILL-CE,212.163.40.233,Unknown,Unknown,High,-2,0,104,1,Node status is Up.,Spain,0.0,2026-08-17T23:34:28.9570000
2137,IN-TZ1-GN-CM,10.10.50.22,Avaya Communication,Communication Manager VE,High,2,51,0,1,Node status is Up.,Gr.Noida-T-AB,18424822.0,2026-08-18T12:04:45.2530000
2138,CBPS-BLR-FTB-Singtel MPLS PRI-CE,100.73.59.146,Cisco,Cisco Catalyst 8200L-1N-4T,High,34,15,0,1,Node status is Up.,BANGALORE,8069097.5,2026-08-17T23:34:36.4270000
2139,CBPS-BLR-FTB-Singtel MPLS SEC-CE,100.73.59.150,Cisco,Cisco Catalyst 8200L-1N-4T,High,47,15,0,1,Node status is Up.,Bangalore,4120182.5,2026-08-17T23:34:36.4270000
2140,CBPS-BLR-FTB-Singtel MPLS SEC-PE,100.73.59.149,Unknown,Unknown,High,-2,0,1,1,Node status is Up.,BANGALORE,0.0,2026-08-17T23:34:36.4270000
2142,CBPS-FTB-Singtel-Elkgrove,216.82.191.245,Cisco,Cisco 4331 ISR,High,46,18,227,1,Node status is Up.,BPS-US-END,19164206.0,2026-08-17T23:34:36.4270000
2143,CBPS-FTB-Singtel-Ashburn,216.131.63.245,Cisco,Cisco 4331 ISR,High,20,17,217,1,Node status is Up.,BPS-US-END,4154403.75,2026-08-17T23:34:36.4270000
2144,CBPS-Cirion ILL-PE,200.55.27.41,Unknown,Unknown,High,-2,0,277,1,Node status is Up.,Mexico,0.0,2026-08-18T12:04:38.6170000
2147,CBPS-Mexio-Metrolink ILL-PE,201.149.76.217,Unknown,Unknown,High,-2,0,279,1,Node status is Up.,Mexico,0.0,2026-08-18T12:04:38.6170000
2148,CBPS-BLR-Proctor-Verizon MPLS PRI-CE,65.250.5.38,Cisco,Catalyst 8300-1N1S-6T,High,11,6,1,1,Node status is Up.,BANGALORE,18931222.0,2026-08-18T12:04:38.6170000
2150,www.coforge.com,141.101.90.99,Unknown,Unknown,High,-2,0,8,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:38.6170000
2151,GN-TD-6F-RHS-DS-WIFI-SW,172.19.93.90,Cisco,C9300L,High,9,27,1,1,Node status is Up.,Gr.Noida-TD,13218890.0,2026-08-18T12:04:34.8230000
2152,CBPS-BLR-Proctor-Verizon MPLS SEC-PE,65.250.5.233,Unknown,Unknown,High,-2,0,2,1,Node status is Up.,BANGALORE,0.0,2026-08-18T12:04:38.6170000
2153,CBPS-BLR-Proctor-Verizon MPLS SEC-CE,65.250.5.234,Cisco,Catalyst 8300-1N1S-6T,High,-2,-2,1,1,Node status is Up.,BANGALORE,18931240.0,2026-08-18T12:04:38.6170000
2154,CFG-GN-PRI-PANORAMA,172.18.0.250,Palo Alto Networks,Palo Alto Networks,High,19,20,0,1,Node status is Up.,Gr.Noida-T-AB,15914884.0,2026-08-18T12:04:47.2330000
2155,CFG-BLR-SEC-PANORAMA,172.18.130.250,Palo Alto Networks,Palo Alto Networks,High,0,3,0,1,Node status is Up.,BANGALORE,15913552.0,2026-08-18T12:04:38.6170000
2156,DC Core Server Switch 1TB,172.18.0.12,Cisco,Cisco,Low,7,35,0,14,"Node status is Critical, SNMP polling is failing: 'SNMPv3 Authentication Failed - The authentication digest did not match. This typically indicates an incorrect authentication password or key'.",Gr.Noida-T-AB,8023786.0,2026-08-18T12:04:47.2330000
2157,DC Core Server Switch 2 TB,172.18.0.13,Cisco,Cisco,High,7,36,0,1,Node status is Up.,Gr.Noida-T-AB,11310255.0,2026-08-18T12:04:45.2530000
2158,IN-BLR1-DC2,10.254.40.253,Windows,Windows 2022 Server,High,28,69,33,1,Node status is Up.,BANGALORE,1825829.0,2026-08-18T12:04:45.2530000
2160,UK-AZ1-DC1,10.60.0.251,Windows,Windows 2019 Server,High,47,31,15,1,Node status is Up.,Azure,1318815.0,2026-08-18T12:04:45.2530000
2163,UK-TZ1-DC1,172.18.50.213,Windows,Windows 2019 Server,High,16,41,5,1,Node status is Up.,Gr.Noida-T-AB,1318890.0,2026-08-18T12:04:45.2530000
2164,IN-TZ1-COPSY - D,172.18.51.196,Unknown,Unknown,High,-2,0,0,1,Node status is Up.,Gr.Noida-T-AB,0.0,2026-08-18T12:04:45.9170000
2165,SIEM-Log-Collector,10.254.40.134,Unknown,Unknown,Medium,-2,0,-1,9,Node status is Unmanaged.,BANGALORE,0.0,2026-08-18T12:04:45.9170000
2167,CINWVMCPPM01,172.20.21.56,Aruba Networks Inc,Aruba ClearPass Policy Manager CP-HW-5K,High,6,49,30,1,Node status is Up.,Hyderabad-QE,19716110.0,2026-08-18T12:04:33.8170000
2169,CINWVMCPPM,172.20.21.55,Aruba Networks Inc,Aruba ClearPass Policy Manager CP-HW-5K,High,6,36,32,1,Node status is Up.,Hyderabad-QE,146156.6875,2026-08-18T12:04:33.8170000
2171,CTL08VGWLCARB02-SEC,10.99.50.138,Aruba Networks Inc,7030,High,-2,-2,30,1,Node status is Up.,Hyderabad-QE,25598222.0,2026-08-18T12:04:33.8170000
2172,CBPS-MNLV3-PTP-RTR,10.251.107.5,Unknown,Unknown,High,-2,0,4,1,Node status is Up.,BPS-Manila-V3,0.0,2026-08-18T14:34:43.7400000
2173,CTL08VGWLCARB01-PRI,10.99.50.137,Aruba Networks Inc,7030,High,-2,-2,31,1,Node status is Up.,Hyderabad-QE,25596978.0,2026-08-18T12:04:33.8170000
2174,CBPS-AXIS-1-P2P-RTR,10.251.6.5,Unknown,Unknown,High,-2,0,4,1,Node status is Up.,BPS-MANILA,0.0,2026-08-18T14:34:43.7400000
2176,CBPSG-PUN-TCL,121.242.42.161,Unknown,Unknown,High,-2,-2,1,1,Node status is Up.,BPS-PUNE,0.0,2026-08-18T12:04:49.7970000
2177,CBPS-Pune-HSBC-Core,10.253.80.1,Cisco,Cisco C9200L,High,5,21,7,1,Node status is Up.,BPS-PUNE,28678356.0,2026-08-18T12:04:49.7970000
2178,CHARLES-HYD-FW-SEC,10.91.186.35,Palo Alto Networks,Palo Alto Networks,High,2,57,1,1,Node status is Up.,Hyderabad,15308927.0,2026-08-18T12:04:33.8170000
2187,NY-FW-SEC,172.26.26.6,Palo Alto Networks,Palo Alto Networks,Medium,5,83,3,1,Node status is Up.,New York,15725400.0,2026-08-17T23:34:28.9570000
2188,NY-FW-PRI,172.26.26.5,Palo Alto Networks,Palo Alto Networks,Medium,3,85,3,1,Node status is Up.,New York,15731076.0,2026-08-17T23:34:28.9570000
2191,CBPSMNL-Axis-1-Core-SW2,10.251.0.2,Cisco,Cisco Catalyst 94010R Switch,High,6,19,7,1,Node status is Up.,BPS-MANILA,35399968.0,2026-08-18T14:34:43.7400000
2192,TB-5F-SW3,172.17.182.113,Cisco,Cisco Catalyst 29xxStack,High,49,14,7,1,Node status is Up.,Gr.Noida-T-AB,12968502.0,2026-08-18T12:04:45.2530000
2193,FEN-9300-01.uk.coforgetech.com,172.28.7.70,Cisco,Cisco Catalyst 9300 Series Switch,High,2,23,0,1,Node status is Up.,FENCHURCH,14162695.0,2026-08-18T07:34:45.2230000
2194,FEN-LINK-SW.uk.coforgetech.com,172.28.7.51,Cisco,Catalyst 37xx Stack,Medium,33,45,-1,9,Node status is Unmanaged.,FENCHURCH,30852768.0,2026-08-18T07:34:42.2070000
2196,CBPS-KOP-TCL DMPLS-PRI-PE,10.126.77.149,Unknown,Unknown,High,-2,0,6,1,Node status is Up.,BPS-KOLHAPUR,0.0,2026-08-18T12:04:49.8500000
